"地点名称","楼盘名称","地址","纬度","经度"
"昌明大樓 8樓 59A號",NA,NA,NA,NA
"朗庭園 5座 19樓 A室","Villa By The Park Block 5","Villa By The Park Block 5, 139 Castle Peak Road-Ping Shan, Yuen Long, Hong Kong",22.4446642,114.0180163
"崇愛樓 十二樓 F室","崇信樓","23號 Sung Kit St, Hok Yuen, Hong Kong",22.3117964,114.1888689
"太平居 10樓 D室","Peace Tower","Peace Tower, 6 Peace Ave, Ho Man Tin, Hong Kong",22.3189429,114.1738069
"碧濤花園 2期 車位 低層地下 104號",NA,NA,NA,NA
"柏蔚森 2期 柏蔚森II 3座 17樓 F室",NA,NA,NA,NA
"君傲灣 3座 38樓 G室","The Grandiose Tower 3","The Grandiose Tower 3, 9 Tong Chun St, Tseung Kwan O, Hong Kong",22.308275,114.2615714
"沙田第一城 6期 24座 18樓 H室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 17樓 D室",NA,NA,NA,NA
"嘉峰臺 1期 3座 38樓 J室",NA,NA,NA,NA
"凱旋大廈 B座 十一樓 3室",NA,NA,NA,NA
"又一村花園 3期 B15座(34號) 4樓 D室",NA,NA,NA,NA
"廣源邨 廣松樓 (8座) 8樓 14室","Kwong Yuen Estate Block 1 Alder House","68號 Siu Lek Yuen Road, Sha Tin, Hong Kong",22.3806569,114.213983
"普頓臺 42樓 B室",NA,NA,NA,NA
"亞洲大廈 十七樓 D室","亞洲第一空間","Hong Kong, Cheung Sha Wan, Shun Ning Rd, 501-512號5號地舖 Wing Ning Building, A座",22.3404618,114.1545891
"沙田第一城 2期 16座 14樓 F室","City One - Shatin Block 16","City One - Shatin Block 16, 4號 Tak Kei St, City One - Shatin, Hong Kong",22.3876056,114.2016009
"文利大廈 6樓 B室",NA,NA,NA,NA
"慧豐園 5座 8樓 E室","Marina Garden Block 5","Marina Garden Block 5, 280 Wu Chui Rd, Tuen Mun, Hong Kong",22.3715797,113.9714447
"MOUNT PARKER RESIDENCES 車位 地庫2 12號",NA,NA,NA,NA
"天賦海灣 1期 車位 地庫 C260號",NA,NA,NA,NA
"傲雲峰 7座 32樓 A室","Sky Tower Tower 7","Sky Tower Tower 7, 38 Sung Wong Toi Rd, Ma Tau Chung, Hong Kong",22.3233479,114.1911197
"新峰花園 3期 御峰苑 22座 5樓 D室","Dynasty View,Classical Gardens","Dynasty View - Classical Gardens Block 23, 11 Ma Wo Rd, Tai Po, Hong Kong",22.4414733,114.1599212
"栢慧豪園 2期 栢慧豪廷 8座 49樓 F室",NA,NA,NA,NA
"佳翠苑 耀翠閣 (B座) 十樓 15室","Kai Tsui Court Block A Hin Tsui House","16號 Siu Sai Wan Rd, Siu Sai Wan, Hong Kong",22.2622108,114.2507441
"錦豐苑 錦蓉閣 (A座) 12樓 5室",NA,NA,NA,NA
"愛琴海岸 7座 2樓 H室","爱琴海岸七座","Aegean Coast Tower 7, 2號 Kwun Tsing Rd, So Kwun Wat, Hong Kong",22.372853,113.9939923
"Silversands 5A座 地下 B室",NA,NA,NA,NA
"嘉賢居 37樓 C室","The Spectacle","The Spectacle, 8 Cho Yuen St, Yau Tong, Hong Kong",22.293823,114.2369017
"文曜 11樓 A室",NA,NA,NA,NA
"金必多大廈 10樓 F室","Golden Building","Hong Kong, Sham Shui Po, Fuk Wa St, 148-152號地下LB4舖",22.3319978,114.1618799
"裕明苑 裕榮閣 (A座) 37樓 5室","Yu Ming Court Block A Yu Wing House","Yu Ming Court Block A Yu Wing House, 1 Sheung Ning Rd, Hang Hau, Hong Kong",22.3184153,114.2662641
"瓏珀山 2期 King Tower 1座 27樓 PENTHOUSE A室",NA,NA,NA,NA
"青怡花園 7座 3樓 G室",NA,NA,NA,NA
"The Yoho Hub C期 The Yoho Hub II 6座 18樓 G室",NA,NA,NA,NA
"天富苑 元富閣 (A座) 11樓 2室","Tin Fu Court Block A Yuen Fu House","Tin Fu Court Block A Yuen Fu House, 15 Tin Sau Rd, Tin Shui Wai, Hong Kong",22.4630826,113.9978343
"康樂園 康樂西路 146號","Hong Lok Yuen - 146 Hong Lok Road West","Hong Lok Yuen - 146 Hong Lok Road West, 146 Hong Lok Rd W, Hong Lok Yuen, Hong Kong",22.4618294,114.1527376
"柳濤軒 洋房8",NA,NA,NA,NA
"麗城花園 2期 6座 33樓 B室",NA,NA,NA,NA
"嘉湖山莊 2期 賞湖居 1座 27樓 C室","Kenswood Court, Kingswood Villa","2 Tin Lung Rd, Tin Shui Wai, Hong Kong",22.4584419,114.0055635
"天馬苑 駿昇閣 (A座) 四樓 2室",NA,NA,NA,NA
"寶雅苑 家和閣 (C座) 15樓 17室","Po Nga Court Block 10 Ka Wo House","Po Nga Court Block C Ka Wo House, Tai Po Tai Wo Rd, Tai Wo Estate, Hong Kong",22.4516263,114.1591308
"建豐閣 6樓 A室",NA,NA,NA,NA
"景明苑 暉景閣 (B座) 20樓 2室","King Ming Court Block B Fai King House","King Ming Court Block B Fai King House, Hong Kong",22.3234653,114.2499857
"建福大廈 十二樓 B室","建理樓","Kin Lee Building, Ash St, Tai Kok Tsui, Hong Kong",22.3206131,114.1645917
"曼克頓山 5座 8樓 F室","Manhattan Hill Tower 5","Manhattan Hill Tower 5, 1 Po Lun St, Lai Chi Kok, Hong Kong",22.3350888,114.1424258
"都會駅 1期 1座 47樓 F室",NA,NA,NA,NA
"太古城 海景花園(西) 銀柏閣 (38座) 20樓 B室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 3座 16樓 M室",NA,NA,NA,NA
"愛琴海岸 車位 地庫2 248號",NA,NA,NA,NA
"愛琴海岸 車位 地庫2 29號",NA,NA,NA,NA
"港島南岸 1期 晉環 1座 (1B) 15樓 C室",NA,NA,NA,NA
"星堤 池畔大道 洋房1","Avignon Tower 1 星堤","Avignon Tower 1, 1 Kwun Chui Rd, So Kwun Wat, Hong Kong",22.3745517,114.0016075
"和富中心 11座 14樓 B室",NA,NA,NA,NA
"友誠大廈 13樓 B室",NA,NA,NA,NA
"御龍山 1座 52樓 E室","The Palazzo Tower 1","The Palazzo Tower 1, 28 Lok King St, Fo Tan, Hong Kong",22.3942277,114.198915
"駿景園 1期 6座 22樓 B室","Royal Ascot Block 6","Royal Ascot Block 6, 1 Tsun King Rd, Royal Ascot, Hong Kong",22.3998145,114.2021536
"富業大廈 5樓 A室",NA,NA,NA,NA
"鴻都大廈 1座 17樓 E室","The Concord Building Block 1","The Concord Building Block 1, 80 Soy St, Mong Kok, Hong Kong",22.3168192,114.1721892
"曼克頓山 3座 13樓 E室","Manhattan Hill Tower 3","Manhattan Hill Tower 3, 1 Po Lun St, Lai Chi Kok, Hong Kong",22.3346314,114.1423562
"牽晴間 3座 19樓 G室","Dawning Views Block 3","Dawning Views Block 3, 23 Yat Ming Rd, Fanling, Hong Kong",22.4867509,114.1437728
"薈鳴 21樓 C室","薈鳴","28號 Ming Fung St, Chuk Un, Hong Kong",22.3442845,114.1967828
"嘉熙 10座 18樓 D室",NA,NA,NA,NA
"THE PARKSIDE 車位 地庫 R008號",NA,NA,NA,NA
"高臨 A1座 25樓 A室",NA,NA,NA,NA
"海怡半島 2期 怡景閣 (8座) 8樓 H室","South Horizons Phase 1 BLK 2 Hoi Fai Court","South Horizons Phase 1 Block 2 Hoi Fai Court, South Horizon Drive, South Horizons, Hong Kong",22.2446028,114.1478734
"港麗豪園 1座 19樓 A室","Newton Harbour View","2 Shau Kei Wan Main St E, Shau Kei Wan, Hong Kong",22.281192,114.230483
"逸華軒 4樓 D室",NA,NA,NA,NA
"Koko Hills 3A期 Koko Rosso 6座 16樓 C室",NA,NA,NA,NA
"The Henley 3期 The Henley III 3B座 30樓 A室",NA,NA,NA,NA
"四季名園 園林大道 洋房110",NA,NA,NA,NA
"沙田第一城 4期 37座 28樓 C室","City One - Shatin Block 37","City One - Shatin Block 37, 9號 Lok Shing St, City One - Shatin, Hong Kong",22.3849124,114.2043047
"嘉輝花園 A座 二十四樓 2室","Smithfield Terrace Block A","Smithfield Terrace Block A, 77 Smithfield, Kennedy Town, Hong Kong",22.2801037,114.1290113
"港島南岸 3C期 Blue Coast II 5座 32樓 A室",NA,NA,NA,NA
"龍崗道41號 六樓 41號","六 41 号","六 41 号, 41 Lung Kong Rd, Kowloon City, Hong Kong",22.329596,114.190251
"龍崗道43號 四樓 43號","四 43 号","四 43 号, 43 Lung Kong Rd, Kowloon City, Hong Kong",22.3294979,114.1902502
"天瀧 1座 10樓 A室",NA,NA,NA,NA
"天瀧 3座 5樓 A室",NA,NA,NA,NA
"天瀧 3座 9樓 A室",NA,NA,NA,NA
"天瀧 3座 17樓 A室",NA,NA,NA,NA
"天瀧 3座 21樓 A室",NA,NA,NA,NA
"天瀧 3座 21樓 B室",NA,NA,NA,NA
"天瀧 3座 25樓 B室",NA,NA,NA,NA
"深灣軒 1座 21樓 G室","Sham Wan Towers Tower 1","Sham Wan Towers Tower 1, 3 Ap Lei Chau Dr, Ap Lei Chau, Hong Kong",22.2437729,114.158309
"太吉樓 十樓 I室","Tai Kut House","Tai Kut House, Greig Road, Kornhill, Hong Kong",22.28399,114.2143323
"泰峯 2B座 38樓 A室",NA,NA,NA,NA
"黃埔花園 1期 金柏苑 3座 14樓 F室","Whampoa Garden Site 1 Block 4","Whampoa Garden Site 1 Block 4, 121 Baker St, Hung Hom, Hong Kong",22.3051956,114.1872689
"海典居 1座 10樓 C室","Villa Oceania Block 1","Villa Oceania Block 1, 8 On Chun St, Ma On Shan, Hong Kong",22.4264821,114.2324739
"珀麗灣 1期 16座 6樓 C室","Park Island Tower 16","Park Island Tower 16, 8 Pak Lai Rd, Park Island, Hong Kong",22.3504601,114.0603684
"溱柏 1座 2樓 A室",NA,NA,NA,NA
"加惠臺 2座 16樓 H室","加惠臺(第1座) / Cayman Rise(Blk 1)","29 Ka Wai Man Rd, Sai Wan, Hong Kong",22.2816558,114.1245419
"樂陶苑 D座 10樓 14室",NA,NA,NA,NA
"海逸豪園 2期 玉庭軒 7座 19樓 C室","Laguna Verde Block 7","Laguna Verde Block 7, 8 Laguna Verde Ave, Laguna Verde, Hong Kong",22.3089389,114.1917274
"文曜 17樓 B室",NA,NA,NA,NA
"THE PARKSIDE 車位 地庫 R011號",NA,NA,NA,NA
"帝后華庭 1座 22樓 A室","Queen's Terrace Tower 1","Queen's Terrace Tower 1, 1 Queen St, Sheung Wan, Hong Kong",22.2871702,114.1471168
"御景園 7座 7樓 A室","Scenic Gardens Block 7","Scenic Gardens Block 7, 25 Town Park Rd S, Yuen Long, Hong Kong",22.4399131,114.0169764
"蔚翠花園 5座 7樓 D室","Green Park Villa Block 5","Green Park Villa Block 5, Pak Wo Rd, Fanling, Hong Kong",22.4948376,114.1334613
"太古城 高山台 泰山閣 (8座) 14樓 H室",NA,NA,NA,NA
"玉寶閣 2樓 E室",NA,NA,NA,NA
"駿景園 2期 10座 43樓 G室",NA,NA,NA,NA
"駿景園 車位 1樓 C033號",NA,NA,NA,NA
"名鑽 8樓 B室",NA,NA,NA,NA
"維也納花園 1座 11樓 B室","Vienna Garden Block 1","Vienna Garden Block 1, 1 Kat Cheung Cres, Fanling, Hong Kong",22.4959049,114.1303251
"牽晴間 3座 8樓 G室","Dawning Views Block 3","Dawning Views Block 3, 23 Yat Ming Rd, Fanling, Hong Kong",22.4867509,114.1437728
"雨後 25樓 J室","After The Rain","8號 Leung Yip St, Yuen Long, Hong Kong",22.4501398,114.0277651
"黃金海灣 1期 意嵐 3座 11樓 M室",NA,NA,NA,NA
"星凱．堤岸 3座 47樓 A室",NA,NA,NA,NA
"星凱．堤岸 3座 47樓 F室",NA,NA,NA,NA
"觀瀾雅軒 2座 6樓 D室","Baycrest Block 2","Baycrest Block 2, 8 Hang Ming St, Ma On Shan, Hong Kong",22.4178657,114.2235196
"黃金海灣 1期 意嵐 3座 11樓 F室",NA,NA,NA,NA
"柏景灣 1期 8座 36樓 B室",NA,NA,NA,NA
"新德園 110座","Sunderland Court BLK 56-65","Sunderland Court Block 56-65, 1 Hereford Rd, Kowloon Tsai, Hong Kong",22.3341977,114.1799241
"碧堤半島 1期 6座 43樓 F室",NA,NA,NA,NA
"金獅花園 1期 金康閣 (A座) 八樓 4室",NA,NA,NA,NA
"錦繡花園 K段第四街 18號","Fairview Park - 18 Section K 4th Street","Fairview Park - 18 Section K 4th Street, 18 Section K 4th St, Fairview Park, Hong Kong",22.4788561,114.0484871
"大寶閣 23樓 B室","Trafalgar Court","Trafalgar Court, 70 Tai Hang Rd, Tai Hang, Hong Kong",22.2771119,114.1912876
"新填地街167號 四樓 167號","四 167 号","四 167 号, 167-171 Reclamation Street, 167-171 Reclamation St, Yau Ma Tei, Hong Kong",22.3107123,114.1691924
"名鑽 8樓 D室",NA,NA,NA,NA
"環宇海灣 車位 3樓 R9號",NA,NA,NA,NA
"雍景臺 2座 24樓 F室","Robinson Place Block 2","70號 Robinson Rd, Mid-Levels, Hong Kong",22.2815236,114.1494231
"東環 1期 3A座 20樓 6室","Century Link Tower 6A","Century Link Tower 6A, 6 Ying Hong St, Tung Chung, Hong Kong",22.2953195,113.9488338
"42 Tung St. 5樓 SIMPLEX室",NA,NA,NA,NA
"維港1號 2A座 35樓 H室",NA,NA,NA,NA
"屏欣苑 B座 (屏彥閣) 20樓 3室",NA,NA,NA,NA
"蔚林 3座 3樓 A室",NA,NA,NA,NA
"嘉湖山莊 6期 美湖居 3座 28樓 E室","Maywood Court - Kingswood Villas Block 3","Maywood Court - Kingswood Villas Block 3, 9 Tin Lung Rd, Tin Shui Wai, Hong Kong",22.4612195,114.0051056
"愉景新城 1期 4座 8樓 B室",NA,NA,NA,NA
"睿峰 西翼 20樓 E室",NA,NA,NA,NA
"睿峰 東翼 5樓 B室",NA,NA,NA,NA
"睿峰 西翼 27樓 E室",NA,NA,NA,NA
"維港滙 3期 2座 1樓 D室",NA,NA,NA,NA
"溱林 8座","溱林woodsville","18號 Hung Shun Rd, Hung Shui Kiu, Hong Kong",22.4335715,113.9999235
"曉麗苑 曉暉閣 (D座) 十三樓 5室","Hiu Lai Court Block G Hiu Wo House","Hong Kong, Sau Mau Ping, Flat 3516, 35/F., Hiu Wo House, Hiu Lai Court, Kwun Tong",22.3194588,114.2294461
"啟欣苑 B座 2樓 14室","豪苑商場","110 Lung Cheung Rd, Chuk Un, Hong Kong",22.3420257,114.1971839
"日出康城 12期B Park Seasons 2座 (2B) 40樓 E室",NA,NA,NA,NA
"麗虹花園 1座 1樓 E室","Lai Hung Garden Block 1","Lai Hung Garden Block 1, 1 Tan Kwai Tsuen Rd, Hung Shui Kiu, Hong Kong",22.4327971,113.9972768
"荃灣中心 南寧樓 (16座) 26樓 C室","Tsuen Wan Centre Nanning House","Tsuen Wan Centre Nanning House, 96 Tsuen King Circuit, Hong Kong",22.3790744,114.107537
"銀湖．天峰 7座 59樓 A室","Lake Silver Tower 7","Lake Silver Tower 7, 599 Sai Sha Rd, Lake Silver, Hong Kong",22.4284843,114.2449473
"太古城 高山台 恆山閣 (12座) 5樓 H室","Taikoo Shing, Kao Shan Terrace Heng Shan Mansion","Taikoo Shing, Kao Shan Terrace Heng Shan Mansion, 19 Tai Koo Shing Rd, Taikoo Shing, Hong Kong",22.285653,114.2194063
"翠擁華庭 8座 26樓 F室","Monte Vista Block 8","Monte Vista Block 8, 9 Sha On St, Monte Vista, Hong Kong",22.4273592,114.243113
"衙前塱道40號 三樓 40號","三 40 号","三 40 号, 40 Nga Tsin Long Rd, Kowloon City, Hong Kong",22.3295203,114.1894687
"南角道63號 二樓 63號","二 63 号","二 63 号, 63 Nam Kok Rd, Kowloon City, Hong Kong",22.330253,114.189727
"昌盛大樓 三樓 B室","Cheong Shing Court Block B Cheong Siu House","Cheong Shing Court Block B Cheong Siu House, 20 Wah Ming Rd, Fanling, Hong Kong",22.483695,114.1383497
"啟鑽苑 3座 (啟池閣) 21樓 8室",NA,NA,NA,NA
"維港滙 3期 1座 (1B) 17樓 A室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 5A座 6樓 E室",NA,NA,NA,NA
"海翩滙 5座 低層 B室",NA,NA,NA,NA
"日出康城 2期A 領都 5座 (右翼) 中層 C室",NA,NA,NA,NA
"月圓大廈 中層 E室","Yuet Yuen Building","Yuet Yuen Building, Mong Kok Rd, Mong Kok, Hong Kong",22.3201872,114.1667845
"青泰苑 祥泰閣 (A座) 高層 6室","Ching Tai Court Cheung Tai House","Ching Tai Court Cheung Tai House, 8 Tam Kon Shan Rd, Nga Ying Chau, Hong Kong",22.3632974,114.1024558
"冠暉苑 高暉閣 (B座) 高層 4室","Kwun Fai Court Ko Fai House","Kwun Fai Court Ko Fai House, 1 Sheung Lok St, Quarry Hill, Hong Kong",22.3141861,114.1820248
"太古城 海景花園(西) 銀柏閣 (38座) 中層 F室",NA,NA,NA,NA
"安泰大廈 中層 C室","On Tai Building","59號 Yuen Long On Hing St, Yuen Long, Hong Kong",22.44236,114.0237646
"寶雅苑 興和閣 (B座) 中層 6室","Po Nga Court Block B Hing Wo House","Po Nga Court Block B Hing Wo House, 2 Tai Po Tai Wo Rd, Tai Wo Estate, Hong Kong",22.4507355,114.1587588
"運頭塘邨 運亨樓 (5座) 高層 8室","Wan Tau Tong Estate Block 5 Wan Hang House","Wan Tau Tong Estate Block 5 Wan Hang House, Hiu Wan Rd, Tai Po, Hong Kong",22.4415958,114.1657252
"嘉湖山莊 3期 翠湖居 2座 低層 E室","Chestwood Court - Kingswood Villas Block 2","Chestwood Court - Kingswood Villas Block 2, 8 Tin Shui Rd, Tin Shui Wai, Hong Kong",22.4579316,113.9992515
"新都城 1期 1座 19樓 G室",NA,NA,NA,NA
"廣興大廈 8樓 C室",NA,NA,NA,NA
"穗禾苑 慶安閣 (F座) 12樓 9室","Sui Wo Court Block F Hing On House","Hong Kong, Fo Tan, Sui Wo Rd, 19號穗禾路19號沙田市地段43地段 Sui Wo Court Block F Hing On House",22.3908301,114.1932766
"高宏苑 A座 37樓 22室","高宏苑A座","131號 Yan Wing St, Yau Tong, Hong Kong",22.2940044,114.2390114
"兆翠苑 B座 25樓 8室",NA,NA,NA,NA
"安麗苑 B座 14樓 15室",NA,NA,NA,NA
"安秀苑 B座 9樓 24室",NA,NA,NA,NA
"安秀苑 A座 20樓 23室",NA,NA,NA,NA
"安秀苑 A座 4樓 6室",NA,NA,NA,NA
"安秀苑 A座 25樓 18室",NA,NA,NA,NA
"啟欣苑 A座 39樓 5室",NA,NA,NA,NA
"啟欣苑 B座 14樓 5室","Hoi Luen Industrial Centre","Hoi Luen Industrial Centre, 55號 Hoi Yuen Rd, Kwun Tong, Hong Kong",22.3103835,114.224345
"啟欣苑 A座 1樓 19室",NA,NA,NA,NA
"啟欣苑 B座 8樓 8室",NA,NA,NA,NA
"啟欣苑 B座 37樓 8室",NA,NA,NA,NA
"啟欣苑 A座 21樓 21室","Kai Yan Court","6號 Muk Lai St, Kai Tak, Hong Kong",22.3272865,114.1948173
"啟欣苑 A座 10樓 14室",NA,NA,NA,NA
"啟欣苑 B座 40樓 6室",NA,NA,NA,NA
"啟欣苑 B座 14樓 2室",NA,NA,NA,NA
"啟欣苑 B座 31樓 9室",NA,NA,NA,NA
"啟欣苑 B座 24樓 4室",NA,NA,NA,NA
"啟欣苑 A座 24樓 13室",NA,NA,NA,NA
"安秀苑 B座 4樓 24室",NA,NA,NA,NA
"安秀苑 B座 11樓 24室",NA,NA,NA,NA
"高宏苑 A座 16樓 7室",NA,NA,NA,NA
"兆翠苑 B座 14樓 1室",NA,NA,NA,NA
"安秀苑 A座 12樓 25室",NA,NA,NA,NA
"啟欣苑 A座 19樓 23室",NA,NA,NA,NA
"啟欣苑 B座 29樓 8室",NA,NA,NA,NA
"啟欣苑 A座 35樓 16室",NA,NA,NA,NA
"漾日居 2期 5座 31樓 D室",NA,NA,NA,NA
"沙田第一城 1期 4座 18樓 B室",NA,NA,NA,NA
"珍珠閣 B座 2樓 2室",NA,NA,NA,NA
"海怡半島 2期 怡滿閣 (12座) 17樓 E室","海怡半島第二期第12座怡滿閣29楼F室","South Horizons Phase 2 Block 12 Yee Moon Court, 12 South Horizon Drive, South Horizons, Hong Kong",22.2440056,114.1457731
"海茵莊園 2座 27樓 B3室",NA,NA,NA,NA
"海璇 2B-3期 海璇 II 2座 10樓 B室",NA,NA,NA,NA
"昭明苑 28樓 14室",NA,NA,NA,NA
"愉景灣 15期 悅堤 L20座",NA,NA,NA,NA
"嘉湖山莊 2期 賞湖居 1座 30樓 E室","Sherwood Crt - Kingswood Villas Block 1","Sherwood Crt - Kingswood Villas Block 1, 3 Tin Wu Rd, Tin Shui Wai, Hong Kong",22.4524867,114.0018068
"瓏門 1期 1座 38樓 D室","Century Gateway","83 Tuen Mun Heung Sze Wui Rd, Tuen Mun, Hong Kong",22.3949348,113.9738973
"衙前圍大樓 三樓 F室","Thethaimassage&rosespa","20號 Tak Ku Ling Rd, Kowloon City, Hong Kong",22.329002,114.191614
"達德樓 三樓 34A號","達德樓","Tat Tak Building, Tak Ku Ling Rd, Kowloon City, Hong Kong",22.3293229,114.1915978
"啟德道25-29號 二樓 29號","二 29 号","二 29 号, 25 Kai Tak Rd, Kowloon City, Hong Kong",22.3291329,114.1920369
"衙前圍大樓 九樓 D室","45 Nga Tsin Wai Road","45 Nga Tsin Wai Rd, Kowloon City, Hong Kong",22.328839,114.188342
"雅園 6樓 C室",NA,NA,NA,NA
"帝后華庭 2座 2樓 J室","Queen's Terrace Tower 2","Queen's Terrace Tower 2, Queen St, Sheung Wan, Hong Kong",22.2869232,114.1470239
"嵐山 1期 8座 12樓 C室",NA,NA,NA,NA
"高宏苑 B座 15樓 5室",NA,NA,NA,NA
"灣景花園 4座 23樓 G室","Bayview Garden Block 4","Bayview Garden Block 4, 633 Castle Peak Rd - Tsuen Wan, Tsuen Wan, Hong Kong",22.3698678,114.0996454
"日出康城 4期A 晉海 1A座 38樓 E室",NA,NA,NA,NA
"太古城 高山台 恆山閣 (12座) 20樓 F室","Taikoo Shing, Kao Shan Terrace Heng Shan Mansion","Taikoo Shing, Kao Shan Terrace Heng Shan Mansion, 19 Tai Koo Shing Rd, Taikoo Shing, Hong Kong",22.285653,114.2194063
"廣福道113號 4樓","4","4, 113 Kwong Fuk Rd, Tai Po, Hong Kong",22.448261,114.168307
"萬德閣 車位 地下 38號",NA,NA,NA,NA
"海茵莊園 2座 38樓 B3室",NA,NA,NA,NA
"柏景灣 1期 8座 20樓 H室",NA,NA,NA,NA
"天璽 21座 - 2區 (月鑽) 35樓 C室",NA,NA,NA,NA
"雲疊花園 6座 24樓 F室","Carado Garden Block 6","30 Tin Sam St, Tai Wai, Hong Kong",22.3676434,114.1757071
"高臨 A2座 20樓 C室",NA,NA,NA,NA
"春園大廈 8樓 C室",NA,NA,NA,NA
"天興大廈 四樓 A室","Tin Yiu (I) Estate Block 5 Yiu Hing House","Tin Fuk Rd, Tin Shui Wai, Hong Kong",22.4506204,114.0048145
"翠怡花園 B座 3樓 1室","Greenfield Garden Block 11","Greenfield Garden Block 9, 1 Fung Shue Wo Rd, Tsing Yi, Hong Kong",22.3531325,114.1095396
"豐年樓 二樓 D室(30號)",NA,NA,NA,NA
"康樂園 康樂東路 243號","Hong Lok Yuen - 243 Hong Lok Road East","Hong Lok Yuen - 243 Hong Lok Road East, 243 Hong Lok Rd E, Hong Lok Yuen, Hong Kong",22.4639529,114.1547294
"THE PARKSIDE 車位 地庫 R007號",NA,NA,NA,NA
"啟鑽苑 4座 (啟濤閣) 30樓 15室",NA,NA,NA,NA
"啟鑽苑 5座 (啟湖閣) 33樓 4室",NA,NA,NA,NA
"嘉湖山莊 3期 翠湖居 1座 6樓 D室","Kenswood Court, Kingswood Villa","2 Tin Lung Rd, Tin Shui Wai, Hong Kong",22.4584419,114.0055635
"海景花園 6座 二十五樓 B室","Seaview Garden Block 6","Seaview Garden Block 6, 1 Tsing Yung St, Tuen Mun, Hong Kong",22.3776304,113.9846704
"朗濤 7A座 9樓 A室",NA,NA,NA,NA
"星灣峰 10樓 D室",NA,NA,NA,NA
"好順利大廈 1座 13樓 H室","Ho Shun Lee Building Block 1","Ho Shun Lee Building Block 1, 9 Fung Yau St S, Yuen Long, Hong Kong",22.4419761,114.0345149
"同益大廈 19樓 E室","Tung Yik Building","8 Yu King Square, Yuen Long, Hong Kong",22.44407,114.0286867
"喜利大廈 9樓 A室","喜利大廈","81號 Nathan Rd, Tsim Sha Tsui, Hong Kong",22.297518,114.172018
"紫翠花園 6座 8樓 C室","Bauhinia Garden Block 6","Bauhinia Garden Block 6, Tin Tei Yan Rd, Hung Shui Kiu, Hong Kong",22.4306128,113.9943729
"偉恒昌新邨 昌景閣 F座 三樓 5室","Wei Chien Court - Wyler Gardens Block A","2號 Wai King St, To Kwa Wan, Hong Kong",22.317206,114.1922582
"擎天半島 1期 5座 41樓 D室",NA,NA,NA,NA
"丰滙 3座 5樓 B室","Trinity Towers - Tower 3","Trinity Towers - Tower 3, Yee Kuk St, Sham Shui Po, Hong Kong",22.328835,114.158868
"華明中心 B座 24樓 2室","Wah Ming Centre Block B","Wah Ming Centre Block B, 421 Queen's Rd W, Sai Wan, Hong Kong",22.2864911,114.137132
"名城 1期 3座 3樓 ND室",NA,NA,NA,NA
"青山道136號 二樓 136號","二 136 号","二 136 号, 136 Castle Peak Road, 136 Castle Peak Rd, Lei Cheng Uk, Hong Kong",22.3355244,114.1604075
"德福花園 H座 7樓 9室",NA,NA,NA,NA
"富欣花園 8座 5樓 C室","Harmony Garden Block 8","Harmony Garden Block 8, 9 Siu Sai Wan Rd, Siu Sai Wan, Hong Kong",22.2653194,114.248373
"The Haddon 17樓 R室",NA,NA,NA,NA
"半島豪庭 2座 11樓 B室","Royal Peninsula Block 2","Royal Peninsula Block 2, Hung Hom, Hong Kong",22.3049668,114.1842965
"運頭塘邨 運來樓 (1座) 11樓 26室",NA,NA,NA,NA
"怡心園 5座 38樓 F室","Serenity Place Block 5","Serenity Place Block 5, 88 Po Hong Rd, Tseung Kwan O, Hong Kong",22.3225977,114.2536773
"天巒 庫爾大道 洋房11","Valais I 11 Montreux Avenue","28號 Kwu Tung Rd, Kwu Tung, Hong Kong",22.5030567,114.102175
